text,anger,disgust,fear,joy,sadness,surprise,neutral
"Здесь 28 градусов С, у всех этих технологий в моей комнате есть главный недостаток высокой температуры, не помогает жаркое снаружи 2.",0,0,0,0,1,0,0
@stereophonics http://twitpic.com/6714p - хорошие ребята! Я буду скучать по твитам!,0,0,0,0,1,0,0
"@Polymath7 Эй, я еще не получил письмо",0,0,0,0,0,1,0
"Неудачная проверка. Вы знали, что вы можете продать wo/oven, но не wo/anti-pin, который продается только w/oven? Это хуже, чем налоги.",0,0,0,0,1,0,0
Батарея сдохнет!,0,0,0,0,1,0,0
"@julia72 странно, потому что я синхронизировал свой сегодня утром и получил новый эпизод...",0,0,0,0,0,1,0
"@dayna не работает с iPhone, но я люблю его для простоты, но я должен быть в состоянии сортировать задания на iPhone, чтобы быть полезным",0,0,0,0,1,0,0
"Разочаровался, что не выиграл очки.",0,0,0,0,1,0,0
Я забыла поместить Дэйва в свой iPod.,0,0,0,0,1,0,0
"Ну, обряд у меня болит голова.",0,0,0,0,1,0,0
"Похоже, произойдёт банкротство #GM. Эта потеря поможет компенсировать успехи, которые я имел ранее в этом году.",0,0,0,0,0,1,0
"Боже мой, здесь идет дождь кошек и собак, и меня только что заразил Мин из Салон Минт!",0,0,0,0,0,1,0
"@cosRobPerkins Вы третий человек, который пригласил меня на встречу в Мон Днём.) Мне очень жаль, но я помогаю научить моего друга C1/C2 xx",0,0,0,0,0,1,0
"@srubin извините, что разочаровал.",0,0,0,0,1,0,0
"@LadyLove88, кажется, исчезла из моей жизни",0,0,0,0,0,1,0
Эти сары меня и вправду опустили.,0,0,0,0,1,0,0
"@AgesThe Great UGH! &amp; DIDNT Приветствуйте меня? Ладно, Джей. Что вы здесь делали?",0,0,0,0,1,0,0
"Я хочу, чтобы мое лицо было соматическим рисунком Дэвида Янама, или я хочу леопардскую тему его соматической темы, и мне так грустно, что он такой большой фанат...",0,0,0,0,1,0,0
Я устала.,0,0,0,0,1,0,0
"Хотел бы я быть снаружи, а не застрять в офисе.",0,0,0,0,1,0,0
"Я урезал свой любимый кардиган, Хабби сказал, что он купит мне новый, я практически жил в нем и его больше нет, я скажу несколько слов ;)",0,0,0,0,1,0,0
"@BonDean Грустно то, что я хотела работать там годами, это была работа моей мечты.",0,0,0,0,1,0,0
"Было солнечно, когда я вошел в подвал, теперь идет дождь.",0,0,0,0,0,1,0
"Да, @CAndymanTK9772, не спал, через 7-8 часов это будет D&D-неудачник.",0,0,0,0,1,0,0
"@angiemartinez я тоже был во Флориде на прошлых выходных я вернулся домой в RI, дождь, ужасный дождь",0,0,0,0,1,0,0
"@LADollz покупает yay для съёмок... надеясь, что все пройдет хорошо!",0,0,0,0,0,1,0
"@kristanmarie, по крайней мере, у тебя нет квад-парковки хаха, две машины ехали очень быстро и разлитая грязью на мне",1,0,0,0,0,0,0
"...возвращай мою радость, потому что я так устала, устала от меня, испытывая усталый глаз, чтобы увидеть Иронию и Иронию...",0,0,0,0,1,0,0
У меня не было партнёра и не с кем было танцевать сегодня! Возвращайся домой... http://plurk.com/p/x2k1z,0,0,0,0,1,0,0
"@zrist Ваша пропавшая квалификация, я думаю, Дэвид Реутиманн ведет с 22,96...",0,0,0,0,1,0,0
"@OliverPelps хорошо проводите время! К сожалению, это значит, что у меня, вероятно, будет дождь.",0,0,0,0,1,0,0
"@PKChin утренний папа!! У меня был самый странный сон, когда морпехи стреляли террористам в горло... Нет, я еще не нашёл ключ.",0,0,0,0,0,1,0
"&lt;i&gt; Жду не дождусь, когда Нэти появится в сети. Я скучаю по нему.",0,0,0,0,1,0,0
"Ухх... я сегодня суу-у-у-у, задница, но на более яркой ноте я получил моё обновление G1 и это волшебство!",0,0,0,0,1,0,0
"не было здесь вечность, извините Твиттер. Твиттер сломался.",0,0,0,0,1,0,0
"Маленькие дети - не щенки, а сарказм щетины так раздражает.",0,0,0,0,1,0,0
никто не пойдёт к Тисто с,0,0,0,0,1,0,0
"Смотреть, как доктор Фил особенный в однополых браках, грустно, что некоторые люди невежественны.",0,0,0,0,1,0,0
"Пытаешься бодрствовать, у кого-нибудь есть какие-нибудь советы, как держать себя в сознании @work?",0,0,0,0,0,1,0
"Это отстой в школе, и тут нечего делать.",0,0,0,0,1,0,0
"Я чувствую себя рыбой. Я в большом стеклянном автосалоне, смотря на мир людей, ходящих на солнце и застрявших здесь.",0,0,0,0,1,0,0
Я на работе... слетел с катушек.,0,0,0,0,1,0,0
"с красным, синим",0,0,0,0,0,1,0
"Почему я сегодня загорала, я выгляжу как лобстер, я чувствую себя, как будто кто-то сжигает меня заживо!",0,0,0,0,1,0,0
"@eddieishere может ходить только по улицам, как в городе Лондон... никаких полей",0,0,0,0,1,0,0
Нет #Днейлишоу на этой неделе,0,0,0,0,1,0,0
"Почему Фликр больше не узнаёт мои адреса электронной почты, я не могу зарегистрироваться.",0,0,0,0,1,0,0
"О, нет, Зомбиэптис, не следуйте за мной... кому-то нужно меня вытащить.",0,0,0,0,1,0,0
"Последний рабочий день, когда я снимаю с себя всех этих общих гугл-докторов...",0,0,0,0,1,0,0
"@LiveFreeT, www, который грустно...",0,0,0,0,1,0,0
"У меня синяк с колоды карт, которую я подавился лаффи-таффи, и я закончил школу.",0,0,0,0,0,1,0
@CrypticIrnAngel ничего не грустно.,0,0,0,0,1,0,0
"Я очень устала, расстроена и грустна. Какой прекрасный вечер!",0,0,0,0,1,0,0
"С удовольствием бы сказал ""TGIF"", но завтра работаю в 6 утра.",0,0,0,0,1,0,0
сумасшедшее движение,0,0,0,0,1,0,0
"У всех аллергия на яд Айви, я знаю это, ребята, я тоже.",0,0,0,0,0,1,0
работает до 11 вечера http://plurk.com/p/x2kbv,0,0,0,0,1,0,0
"Но я не возражаю, когда передо мной супер милый, как жаль, что он носит гей-браслет с девчачьим именем.",0,0,0,0,1,0,0
"Никакого гнезда Бетты, я думаю, несмотря на обогреватель, становится слишком холодно по ночам.",0,0,0,0,0,1,0
"Не любил черный костюм и чёрный топ плюс 6 поездов/труб, чтобы добраться до моей встречи и обратно, нужно было закупаться на лето.",0,0,0,0,1,0,0
Дэйн Кук сегодня на спортивной арене.,0,0,0,0,1,0,0
"Какого хрена? Это всего лишь 20:35! О, Боже, мои внутренние часы действительно облажались.",0,0,0,0,1,0,0
"Я буду плакать, я плохо справился с тестом по истории!",0,0,0,0,1,0,0
"Бета 5 из 3,0 истекла сегодня, обратно на 2.2.1 до публичного выпуска.",0,0,0,0,1,0,0
Так что Чикаго теперь почти продается из футболок.,0,0,0,0,1,0,0
"Ух ты, я сегодня действительно Миссис Фэм.",0,0,0,0,1,0,0
"Мне очень жаль, потому что я с нетерпением ждал этого... подумал, что будет весело, и ты хотел это услышать. Познакомься с пивом.",0,0,0,0,1,0,0
"Я скучаю по своей питасу, хорошо, что у нас эйфория в Барри, потому что я бы никогда не пережил лето без моих питас и смузи!",0,0,0,0,1,0,0
"Пиво уже почти исчезло, мир снова стал сложным.",0,0,0,0,0,1,0
"Где все, все, ииииии?",0,0,0,0,0,1,0
"Тэйлор и Селена расстались грустно, мне кажется, мне нравится Селена.",0,0,0,0,1,0,0
друга ограбили этим утром.,0,0,0,0,1,0,0
"Наверное, в эти выходные не приедет семья.",0,0,0,0,1,0,0
"@billiem cfly она сказала ""нет""",0,0,0,0,1,0,0
"Я узнала, что люди очень жадные, когда дело доходит до халявщиков. Я оставила игрушки для халявщиков и один человек пытался забрать все.",0,0,0,0,0,1,0
"Хаус Хантинг был жалким! Смена дома - это супер-бум! Упаковка никогда не заканчивается. Я даже не могу представить, что распаковка:-P",0,0,0,0,1,0,0
Ещё одна пятничная ночь.,0,0,0,0,1,0,0
"@realdawnmers hhaha, потому что я на работе и не умею читать",0,0,0,0,1,0,0
"Боже, я буду так скучать по своему бешенству!",0,0,0,0,1,0,0
"Я знала, что слушать Майли Сайрус по утрам - плохая идея!",0,0,0,0,1,0,0
"Омг Мэдди в Холби мертва, она любила Надин Левингтон и очень хотела, чтобы Мэдди и Клиффорд собрались вместе.",0,0,0,0,1,0,0
"@zacoffici, у меня нет твиттера на телефоне, это грустно.",0,0,0,0,1,0,0
"Попал в аварию, помолился за него!",0,0,0,0,1,0,0
"Только что узнал, что один из моих коллег, который мне нравится, уходит.",0,0,0,0,1,0,0
"Жаль, что я не был на улице, это единственное, что убьет меня из-за работы весь день, каждый день летом.",0,0,0,0,1,0,0
"Сегодня было так жарко .. Солнце надевает свою шляпу .. у каждого есть загар, кроме меня",0,0,0,0,1,0,0
"@Avas_Writer нет, кто из них?",0,0,0,0,1,0,0
"@miliycyrus, извини, что я не могу голосовать, но это не работает, я грустный и очень брюшный :@:@ --_-",0,0,0,0,1,0,0
"@_SANDY Я не знаю! Они разослали почту, используя мой аккаунт о случайных вещах, которые я даже не понял, я изменил все мои пароли",0,0,0,0,0,1,0
Я не буду сдавать экзамен до 06/27/09,0,0,0,0,1,0,0
"Я был на Best Buy &amp; Toogle, и до сих пор нет альбома Electrik Red!",0,0,0,0,0,1,0
"@glennbeck Мой муж теряет свою работу из-за сокращения. Он ищет новую работу, но не может найти ее в нашем маленьком городке.",0,0,0,0,1,0,0
"@sky14kemea Yaa, мы 3 и Макс @jenrolton Бедный Тривун",0,0,0,0,1,0,0
"Я буду скучать по моей горчице, пока она будет в медовом месяце.",0,0,0,0,1,0,0
Кто-то установил vCenter Server 4 на Windows 2008 x64 w SP2? SP2 не входит в матрицу совместимости,0,0,0,0,1,0,0
Я так волновалась о Е3. Хотела бы я поехать...,0,0,0,0,1,0,0
"Ууууууууууухххххххххххх, все еще болит от отшлёпа Барки",0,0,0,0,1,0,0
"Предупреждение о твиттере при избавлении велосипеда опасно, вааааааа!!!!!",0,0,0,0,0,1,0
"@latinamarie Она грязная менеджерша - вторая плохая работа от нее я никогда не смогу найти хорошее место, кроме одного или двух порезов",0,0,0,0,1,0,0
"@laurarenei411 Простите, я тоже это видел, и это потрясло меня до глубины души.",0,0,0,0,0,1,0
"@BoHemyth: Очень интересно, но низкие углеводы в следующем месяце означают, что для меня нет пива.",0,0,0,0,1,0,0
"Забавные времена, просто сломал мою палочку, как буквально сломал ее...",0,0,0,0,1,0,0
Завтра никто не сможет потусоваться.,0,0,0,0,1,0,0
Боже... я сильно страдаю... не имея волос + сидя в пылающем солнечных лучах = v плохой солнечный ожог,0,0,0,0,1,0,0
А теперь возвращайся к биономическому расширению!,0,0,0,0,1,0,0
@Jennifalconer хотел бы поменяться... Я сижу с тремя сварливыми.,0,0,0,0,1,0,0
"@Kellz95 готовит кексы и говорит, что я не могу иметь келли, ты плохая сестра.",0,0,0,0,1,0,0
"Заметьте, что в некоторых твиттерах тысячи подписчиков, но они следуют лишь за горсткой (на самом деле, менее чем двумя руками) подглядывания.",0,0,0,0,0,1,0
Хорошие дни вроде этого заставляют меня скучать по Алки.,0,0,0,0,1,0,0
"@Kenzonian, да! И я все еще почти у своего потолка для хранения Gmail! ARGH!",0,0,0,0,1,0,0
"Мама только что разбудила меня, и я так злюсь, что мечтала об туфлях, которые она бьет меня, чтобы пойти к реке. Это так глупо.",0,0,0,0,1,0,0
"Ты когда-нибудь заказывал ""Sims 3""?",0,0,0,0,1,0,0
Ненавижу места для машин &lt; Jx&gt;,0,0,0,0,1,0,0
@Just_Cal Work или...,0,0,0,0,1,0,0
Снова ослепли.,0,0,0,0,0,1,0
"О, нет! Мои веселые выходные с друзьями ушли! Моя мама сделала из этого семейный уикенд!",0,0,0,0,0,1,0
"Так что расстроенный, добрый Эванс, они кажутся очень плохими, так что из мелодии #britainsgotalent",0,0,0,0,1,0,0
@tmg25 Я пытался помочь,0,0,0,0,1,0,0
"Хорошая вещь: у них есть компьютер. Плохая вещь в том, что он блокирует все VIDJAGAME SITES! Да, даже VGTribune.com заблокирован!",0,0,0,0,0,1,0
Я ненавижу свою жизнь.,0,0,0,0,1,0,0
"@omgamandanicole Я посвятил эту песню моему VW, когда я продал ее",0,0,0,0,1,0,0
"Похоже, Хёрдл вышел.",0,0,0,0,1,0,0
Неоткрытая пачка козьего сыра пялится мне в лицо.,0,0,0,0,1,0,0
"@execbp мммм, теперь ты говоришь на моем языке! (К сожалению, в агрессивной диете модэм серьезно думает о соперниках, так что, я полагаю, нет туберкулеза)",0,0,0,0,0,1,0
Редактирую видео в фургоне.,0,0,0,0,1,0,0
@tinkypen вы все идёте без меня,0,0,0,0,0,1,0
Вечер пятницы и работа,0,0,0,0,1,0,0
"@nkeathley попытался присоединиться к разговору, но сайт не позволил мне подписаться.",0,0,0,0,1,0,0
"Только что потерял интернет, и я был в налете на 25 ОС.",0,0,0,0,1,0,0
Компьютер. Психическое здоровье меня не забрало. Центр Сэмюэла Роджерса в городе дал мне аппендицит. 8 июня у меня осталось 2 дня таблеток &lt; ...,0,0,0,0,1,0,0
"@KiwiiKink это было для Vma's? Я так думаю.. также хочу поехать в Лондон в Джуне на концерт Деми Ловато, но со мной никто не поедет.",0,0,0,0,1,0,0
"С нетерпением жду воскресенья... будет отличный день... грустный, потому что это последний день пятиклассников!",0,0,0,0,1,0,0
"@Kelly_StrayCat Мне жаль! Мне не нравится, когда люди, которые мне нравятся, плохо себя чувствуют. Твой живот?",0,0,0,0,1,0,0
Все еще боится пропустить игру!!! #Jonasnewsongs,0,0,0,0,1,0,0
Покупка мотров,0,0,0,0,1,0,0
Иногда я чувствую себя единственным человеком в мире без айфона.,0,0,0,0,1,0,0
Я сожгла руку.,0,0,0,0,1,0,0
Твиттер сейчас в трюке с моей фоткой.,0,0,0,0,1,0,0
"Я знаю, что это хорошо, но было бы лучше, если бы это произошло, когда я спал.",0,0,0,0,0,1,0
@JeremyBegun развлекайся без меня. Я буду скучать по тебе.,0,0,0,0,1,0,0
"У меня в Блэкберри жирная батарея, мы вроде как в одной лодке, да @laurensanchez?",0,0,0,0,1,0,0
Надо работать.Одинокие выходные впереди.,0,0,0,0,1,0,0
Что значит парень номер 2? @cathyweein дохлого.,0,0,0,0,0,1,0
"@LiveFreeT, потому что твоя злость ко мне и это делает меня грустной!",0,0,0,0,1,0,0
Мне не заплатили на этой неделе во вторник.,0,0,0,0,1,0,0
"@eprussavov ohy_, к сожалению, нет",0,0,0,0,1,0,0
Снова отрежьте мне палец пилой из маленьких металлов...,0,0,0,0,0,1,0
"@ihertreading эй, прости, что я только что получил твит о щенке... и кто-то уже получил его",0,0,0,0,1,0,0
Я боюсь услышать сегодня ещё худшие новости.,0,0,0,0,1,0,0
Это называется LoSe f0LoWeRs FridAy.,0,0,0,0,1,0,0
"@Mish Godesss нет, но я пошел на его страницу и от этого я проголодался.",0,0,0,0,0,1,0
В Сиэтле Вашингтон... он голоден и я скучаю по Аляске.,0,0,0,0,1,0,0
@ottosdater жаль слышать это,0,0,0,0,1,0,0
"Удивительно... мой телефон умер вчера... и у Остера есть все, что я скучаю по тебе.",0,0,0,0,0,1,0
"Фекфлэнд, почему я не дома каждый день со своими друзьями.",0,0,0,0,1,0,0
@Zeena BoBeena el you you you you you.,0,0,0,0,1,0,0
Джеймис Свободные мнения мертвы,0,0,0,0,0,1,0
"@MandyyJirouxxMandy!!!! Я не дам ей выиграть, но я не могу помочь, я собираюсь съехать с бреда, но эта сучка",0,0,0,0,1,0,0
@CASRIC Я скучаю по CEDDY,0,0,0,0,1,0,0
Так скучно... нужные друзья.,0,0,0,0,1,0,0
- Очень плохо!,0,0,0,0,1,0,0
"Конечно, через пять минут после того, как я допью цветы, мне понадобилось полчаса, чтобы полить и все.",0,0,0,0,1,0,0
Я так по тебе скучаю!,0,0,0,0,1,0,0
"Я была так голодна, что накормила свой обед до того, как я даже подумала сделать фотку.",0,0,0,0,1,0,0
"Они дали мне обычный кокс, а не диету.",0,0,0,0,0,1,0
Никакого шоу сегодня вечером.,0,0,0,0,1,0,0
Пойду проверю математику... в пятницу...,0,0,0,0,1,0,0
"@Noufah aaah, клянусь, я взял его по ошибке, он каким-то образом был привязан к зарядному устройству, очевидно, ему нужно было отдохнуть от Uhhh!",0,0,0,0,1,0,0
@That KadyGirl каждый день моей жизни в последнее время. Я чувствую тебя девочка &lt;3,0,0,0,0,1,0,0
"Я хочу увидеть своего приятеля, мисс Ур-Гарс.",0,0,0,0,1,0,0
@mattdavey2 недовольны,0,0,0,0,1,0,0
@leslie_Pearlman mow love maw,0,0,0,0,1,0,0
"@veronica78 О, нет, это отстой. Ты перенес на другое шоу?",0,0,0,0,1,0,0
"Просто провела день с Бриджет и маленькой штукой, которая ветрялась и пукала много - да, ее ребёнок!",0,0,0,0,1,0,0
"Жаль, что я сегодня не увижу @patmaine @johnmaine @garrettmaine @jaredmaine @kennedimaine!",0,0,0,0,1,0,0
"Поездка в Лос-Анджелес, чтобы увидеть моего дедушку в больнице... еще один дорожный блок для моей семьи, чтобы пересечь...",0,0,0,0,1,0,0
@Dtballa2322 Я хочу простить и забыть это!,0,0,0,0,1,0,0
"@Anjebaby Snap, я такой же с любым реалити-шоу.",0,0,0,0,1,0,0
Никто не работает в торговом центре Тесла.,0,0,0,0,1,0,0
"Застрял на работе, застрял на работе, я голоден.",0,0,0,0,1,0,0
"Я скучаю по Джорджу Карлину, наблюдая за Томасом.",0,0,0,0,1,0,0
Почему &lt; &lt; скачок и управление &gt; &gt; стоят дорого??? Это более 50% всего моего заказа! Пока не заказываю.,0,0,0,0,1,0,0
"Хотел бы я пойти с @boulderdiaries в SoCo, чтобы подняться, вместо этого я застрял на работе все выходные.",0,0,0,0,1,0,0
"Перерыв на обед закончился, и мы возвращаемся к работе...",0,0,0,0,1,0,0
MediaTemple (mt) имеет ужасное обслуживание FTP,0,0,0,0,1,0,0
"Если придёте, мне нужен этот день, чтобы пройти мимо.",0,0,0,0,1,0,0
"Я думала, что избегаю этого в этом году, но нет!",0,0,0,0,1,0,0
"Нет МРТ сегодня, нейрохирург не заказывал, что означает, что мы должны вернуться в ОкСи скоро, и мы ничего нового не делаем.",0,0,0,0,1,0,0
"Ладно, пора идти, и теперь впервые с самого начала будет скучать по Блок-партии @retrorewind",0,0,0,0,1,0,0
"Первый зуб моего сына вышел, но он оставил его в школе.",0,0,0,0,0,1,0
"Смотреть на армейских жен, и это всегда заставляет меня плакать.",0,0,0,0,1,0,0
"@Mellecita o мило! Я завидую! Я не знаю, что буду делать, когда они все уйдут!",0,0,0,0,0,1,0
"Хватаю перекусить и выпить в чили, но электричество только что отключилось, пока я не получил свою еду!",1,0,0,0,0,0,0
"Я немец, думаю, я смогу ехать в Германию бесплатно, когда захочу... Плаз.",0,0,0,0,1,0,0
Том вернулся в город.,0,0,0,0,0,1,0
"Это такой романтический роман! Я плакала в конце концов, теперь я иду спать. Я так устала.",0,0,0,0,1,0,0
Нехорошо.,0,0,0,0,1,0,0
"@JhonenV Мне нужен ужас, чтобы быть любовником, на самом деле, недостаточно странных фильмов ужасов.",0,0,0,0,1,0,0
Лучший день в жизни. но я больше никогда их не увижу. я буду скучать по ним (я видел их 1 час xD),0,0,0,0,1,0,0
@QuiMo нет счастливый час в CP-eithah это 2 плохо,0,0,0,0,0,1,0
"наконец-то в пятницу , но все еще на земле до следующего четверга -- стерео — жизнь &lt; 333",0,0,0,0,1,0,0
"@jennaflettch в фредди с котлетой и LADYHAWKE здесь, просто скучаю по тебе, моя баянская красота",0,0,0,0,1,0,0
"Еды до сих пор нет. И теперь у меня болит горло за 3 дня до того, как я уйду в состояние воздуха, убивая турбулентный автобус.",0,0,0,0,1,0,0
"@Leod_UK Argh Twitter не писала мои ответы и твиты в течение веков, вплоть до того, чтобы наслаждаться солнцем!",0,0,0,0,1,0,0
"@KristinDamama Я работаю на Дисней... не все, что сломано.",0,0,0,0,1,0,0
"@nesalh boo... я надеялся на фальшивую инопланетную историю с фольгой, покрытой пляжной фотографией.",0,0,0,0,0,1,0
@roseCharLotte o боже мой!! завтра мне придется отложить это еще на неделю!,0,0,0,0,1,0,0
Сгорело из озера,0,0,0,0,0,1,0
Отправляйся в банк.,0,0,0,0,1,0,0
"Я не рад, что мой ipod или ноутбук не знают, что делать, но один из них решил отказаться от синхронизации моих песен:'(Как я могу жить без него :/",0,0,0,0,1,0,0
"Я повредил ногу, и он повредил свой лоб, и он такой клочок!",0,0,0,0,1,0,0
@rpulse Я кликнул на фотки Анжелины и он пошёл на сайт спама о заказе чеков...,0,0,0,0,1,0,0
"Ужин для лобстеров с ребятами из MBA сегодня, но никакого терасса, ливень в Mtl...",0,0,0,0,1,0,0
"Дом от Джека, не могу сказать, что я тоже очень рад этому.",0,0,0,0,0,1,0
"@gailmoskoso oo noo, что нехорошо",0,0,0,0,1,0,0
"Мне жаль Дейзи, она плачет в каждом эпизоде, я смотрю слишком много телевизора.",0,0,0,0,1,0,0
"В любом случае, я потеряла последника, возможно, одного из этих немых.",0,0,0,0,1,0,0
Я был мертв последние 2 дня... грипп отстой.,0,0,0,0,1,0,0
"@skinnermeike я рассказал эту шутку на сцене в Butlins в 1991 году, один человек смеялся.",0,0,0,0,1,0,0
"Потерял зуб 2 дня, пока я ел жвачку...",0,0,0,0,0,1,0
Мне грустно из-за многих голых полок.,0,0,0,0,0,1,0
"Ваааа, массаж полностью забронирован.",0,0,0,0,0,1,0
"Каждый раз, когда Сара будет в ДЦ все лето и точно!",0,0,0,0,0,1,0
"@AsaCavalli хотел бы, чтобы я был рядом с тобой.",0,0,0,0,1,0,0
@michvs Я хочу домой x,0,0,0,0,0,1,0
"О, я действительно устал от этих мигреней! #Endometriosis &amp; #Fibromyalgia &amp; #Migraines &amp; son tabs &amp; shoulds &apos; a secondin ea other после операции",0,0,0,0,1,0,0
"@BIOSShadow, к сожалению, я не пойду.",0,0,0,0,1,0,0
Не очень хорошо себя чувствуешь сегодня.,0,0,0,0,1,0,0
@dutchcowboys hh... PR от 5 до 2..?,0,0,0,0,1,0,0
"@tommcfly эй, Том, я рад, что ты наслаждаешься бразилом, но мне грустно, потому что я не собираюсь видеть тебя в твоем шоу.",0,0,0,0,1,0,0
"@_chellebelle_ эй! Я вижу это в Великобритании, они блокируют что это?",0,0,0,0,0,1,0
"Я бы хотела, чтобы мама вечно со мной разговаривала, чтобы я могла позвонить моей кьере позже. &gt; &gt; . &lt;Хорошо. У меня осталось немного времени, хотя",0,0,0,0,1,0,0
"Работает очень, очень скоро.",0,0,0,0,1,0,0
"@jgooden, когда ты так говоришь... это не имеет смысла, не так ли?",0,0,0,0,1,0,0
Слушаю Хей Зулу - Красный Мет.,0,0,0,0,1,0,0
Я слишком часто испытывала апатию к сочувствию в ситуациях с обслуживанием клиентов в последнее время.,0,0,0,0,1,0,0
"@Raptors Forum Sig... Вы знаете, что я...",0,0,0,0,1,0,0
"Но сегодня у меня есть кое-какие крутые вещи, которые я очень взволнована!",0,0,0,0,1,0,0
"@CreationsWHeart I хотел 2, но уйдет 4 2 м. и придется закрыть мои магазины!",0,0,0,0,1,0,0
"@playspymaster Я хочу приглашение - тошнит от того, чтобы видеть все эти ссылки для людей, играющих и будучи исключенными",1,0,0,0,0,0,0
"Наконец-то я чувствую себя милым летним днем, и я чувствую себя больным.",0,0,0,0,1,0,0
"У меня вдруг стало так много седых волос, что я заказал кофе из аптеки, посмотрим, как это будет.",0,0,0,0,0,1,0
Я чувствую себя лобстером!,0,0,0,0,0,1,0
"Я хочу 4 моих детей, но никто не отвечает на звонки.",0,0,0,0,1,0,0
Я уже скучаю по Героям.,0,0,0,0,1,0,0
"# Что-то, что мама сказала мне, что она никогда больше не была моей мамой, так что я живу, мой отец, я думаю?",1,0,0,0,0,0,0
@Nunzio_Bruno какой вопрос?,0,0,0,0,0,1,0
"Всё моё свободное время, кажется, не будет потрачено на домашнюю работу в эти выходные.",0,0,0,0,1,0,0
Я так расстроена... что не могу заставить вещи работать!,0,0,0,0,1,0,0
"Конечно, они ждут до последней минуты, чтобы провести эксперимент на работе... который я должен контролировать. Как-то я не ухожу с работы вовремя.",0,0,0,0,0,1,0
Только что очистил кампус для общественных работ.,0,0,0,0,1,0,0
@gfalcone601 эта маленькая девочка на BGT! Как грустно! Я плакал lol xxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,0,0,0,0,1,0,0
"@NatalieCaron Я не пошёл, потому что мое левое колено убивает меня.",0,0,0,0,1,0,0
"Пожалуйста, не голосуйте за нее из сочувствия! #BGT",0,0,0,0,1,0,0
"Ооо, что моя милая заставила меня плакать струя пухлая дуя, это маленький позор х",0,0,0,0,1,0,0
"Сидя за британом, у него есть талант, но он видел, как маленькая девочка плачет, и это грустно.",0,0,0,0,1,0,0
Благослови маленькую девочку на BGT!,0,0,0,0,1,0,0
"только что получил новость, что один из наших хороших друзей умер, она была сильной, как лошадь, никогда не знаешь, что может удержать завтра.",0,0,0,0,0,1,0
"@jennwadsworth так грустно, что школы должны закрыться.",0,0,0,0,1,0,0
"@Jennifalconer как это было тяжело, просто хотел обнять ее, как свою собственную",0,0,0,0,1,0,0
"Телефон все еще заблокирован, только мой фаворит 5 может сбить меня с толку.",0,0,0,0,1,0,0
"@tyfighter Я должен был продать гитарный герой с ps3, чтобы профинансировать раздел с бывшим",0,0,0,0,1,0,0
"@gfalcone601 ino:O Я чуть было не плакал по ней иногда я забываю, что на самом деле он живой телек =/..",0,0,0,0,1,0,0
@Abbiluvsaj милый!,0,0,0,0,1,0,0
"Это третья бутылка фонда, которую я сломал.",0,0,0,0,1,0,0
"@kezzawzz Я хочу 2, но я хочу, чтобы он был показан в эльгине.",0,0,0,0,1,0,0
"@mitchelmusso, разве у тебя нет слов?",0,0,0,0,0,1,0
"@Dorkus_ Что ж, они не впишут ее в это большое длинное объявление",0,0,0,0,1,0,0
@defaydance -- Ничего,0,0,0,0,1,0,0
"Я собираюсь купить подарок своему другу, так что у тебя 20 минут...",0,0,0,0,0,1,0
"@FTSkirstin im в депрессии, как такой крутой.",0,0,0,0,1,0,0
@gfalcone601 British's Hot Talent? такая милая маленькая девочка.,0,0,0,0,1,0,0
"@cold, как коки, которые действительно воображаемые, будут делать печенье ммммммммммммм...",0,0,0,0,1,0,0
"Унфортунатли, Арлингус больше не летит в Копенгаген, так что мы должны отвезти Райанаэра в Биллунд и отправиться в Копенгаген в один из дней!",0,0,0,0,0,1,0
Никто не принесет закусок.,0,0,0,0,1,0,0
"Не знаю, почему я просто не в хорошем настроении... откуда мне знать, есть ли у меня аллергия?",0,0,0,0,1,0,0
"Я хочу присоединиться, но живу в Мичигане.",0,0,0,0,1,0,0
"Кролик тоскует по толстовке, которую она оставила в машине...",0,0,0,0,1,0,0
"Однажды это должно было случиться, но я так сочувствую девушке и ее маме.",0,0,0,0,1,0,0
"@0oMiriamo0 но мне нравится идея пойти в кино, но понедельник...",0,0,0,0,1,0,0
"@ImmustDanni Awww, это нечестно по отношению ко мне.",0,0,0,0,1,0,0
"@SOREALCRU свой глюмий в Лос-Анджелесе нет солнца, но это мило",0,0,0,0,1,0,0
Что?,0,0,0,0,0,1,0
Подстрекательство: 8 новых последователей за одну ночь.,0,0,0,0,1,0,0
@Mulla8285 О нет!!! Простите! Это отстой!,0,0,0,0,1,0,0
"@siggidori извините, я создаю новый стиль комедия &quot; плохая шутка& &quot;",0,0,0,0,1,0,0
"Ом, я собираюсь в Робинсон с Тайлером Уфмом и я чертовски скучаю по Энтони сегодня вроде как отстой.",0,0,0,0,1,0,0
"@lobsterandswan Itiek' — прекрасный блог, но Ийем больше не в состоянии его перебороть!",0,0,0,0,1,0,0
"Маленькая девочка на British's Talent! Я действительно люблю муравьев н дека! О, Саймон Коуэлл!",0,0,0,0,0,1,0
"План на этот вечер: ужин, покупка рубашек, наблюдение, ложась спать. План на субботу: похороны для друга...",0,0,0,0,1,0,0
"@dylanxtra а wwwwwww that jus...ww www.did она может начать снова, как?",0,0,0,0,0,1,0
"@stoc только что узнал, что они закрыты по понедельникам! Работая над запасным планом",0,0,0,0,0,1,0
